id,title,recipient,amount_usd,date,grantmaker,category,focus_area,fund,is_residual,country,topics,funders,url,description
eaf-01513,Effective Altruism Norway — Effective Altruism Infrastructure Fund,Effective Altruism Norway,18000,2019-01-01,EA Funds,Other,Effective Altruism Infrastructure Fund,Effective Altruism Infrastructure Fund,,,,,,"Run an operations camp in Oslo, with the aim of upskilling promising talent and providing opportunities to test fit in key operations roles"
eaf-01514,Effective Altruism Geneva — Effective Altruism Infrastructure Fund,Effective Altruism Geneva,18000,2019-01-01,EA Funds,Other,Effective Altruism Infrastructure Fund,Effective Altruism Infrastructure Fund,,,,,,"Funding for Maxime Stauffer and Jan Pieter Snoeij of Effective Altruism Geneva to conduct research on prioritization in policy-making, and write a research agenda on improving policy-making from an altruistic and scientific point of view"
op-01705,Mercy For Animals — Broiler Welfare Campaigns,Mercy For Animals,261000,2019-01-01,Open Philanthropy,AW,Broiler Chicken Welfare,,,,,,,Mercy For Animals — Broiler Welfare Campaigns. Focus area: Broiler Chicken Welfare
eaf-01515,One for the World — Effective Altruism Infrastructure Fund,One for the World,15000,2019-01-01,EA Funds,Other,Effective Altruism Infrastructure Fund,Effective Altruism Infrastructure Fund,,,,,,"Support the creation and growth of chapters at undergraduate, MBA and law schools"
eaf-01507,Faunalytics — Animal Welfare Fund,Faunalytics,50000,2019-01-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,Complete their existing studies on effective animal advocacy research and potentially hire a new researcher
eaf-01509,Anima International — Animal Welfare Fund,Anima International,40000,2019-01-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,International farmed animal advocacy
eaf-01504,Sinergia Animal — Animal Welfare Fund,Sinergia Animal,85000,2019-01-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,Hire one international campaign director
op-01806,Berkeley Existential Risk Initiative — CHAI ML Engineers,Berkeley Existential Risk Initiative,250000,2019-01-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Berkeley Existential Risk Initiative — CHAI ML Engineers. Focus area: Potential Risks from Advanced AI
op-01811,Center for Global Development — Gene Drive Research,Center for Global Development,348550,2019-01-01,Open Philanthropy,GH,Science for Global Health,,,,,,,Center for Global Development — Gene Drive Research. Focus area: Science for Global Health
eaf-01501,Malaria Consortium — Global Health and Development Fund,Malaria Consortium,1705000,2019-01-01,EA Funds,GH,Global Health and Development Fund,Global Health and Development Fund,,,,EA Funds; GiveWell,,Support for the Malaria Consortium’s Seasonal Malaria Chemoprevention (SMC) program
eaf-01499,Alex Lintz — Long-Term Future Fund,Alex Lintz,17900,2019-01-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,"A two-day, career-focused workshop to inform and connect European EAs interested in AI governance"
eaf-01500,Shahar Avin — Long-Term Future Fund,Shahar Avin,40000,2019-01-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Scaling up scenario role-play for AI strategy research and training; improving the pipeline for new researchers
eaf-01502,J-PAL's Innovation in Government Initiative — Global Health and Development Fund,J-PAL's Innovation in Government Initiative,1000000,2019-01-01,EA Funds,GH,Global Health and Development Fund,Global Health and Development Fund,,,,,,Exploratory work into opportunities to help improve the uptake and implementation of evidence-based policy by governments
eaf-01503,The Humane League UK — Animal Welfare Fund,The Humane League UK,100000,2019-01-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,Hiring for EU and Global Corporate Relations positions
eaf-01508,Charles He — Animal Welfare Fund,Charles He,40000,2019-01-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,Map farm animals and their living conditions
eaf-01510,"80,000 Hours — Effective Altruism Infrastructure Fund","80,000 Hours",170000,2019-01-01,EA Funds,Other,Effective Altruism Infrastructure Fund,Effective Altruism Infrastructure Fund,,,,,,"Carry out research into how talented individuals can maximise the impact of their careers, produce online advice, identify readers who might be able to enter priority areas, and provide these readers with free in-person advice and connections to mentors, job openings and funding"
eaf-01511,Founders Pledge — Effective Altruism Infrastructure Fund,Founders Pledge,110000,2019-01-01,EA Funds,Other,Effective Altruism Infrastructure Fund,Effective Altruism Infrastructure Fund,,,,,,Encourage founders and investors to sign a legally binding pledge to donate a percentage of their personal exit proceeds to charity
eaf-01512,The Forethought Foundation — Effective Altruism Infrastructure Fund,The Forethought Foundation,64000,2019-01-01,EA Funds,Other,Effective Altruism Infrastructure Fund,Effective Altruism Infrastructure Fund,,,,,,Work towards building an academic research field for global priorities in economics and philosophy
eaf-01517,The Life You Can Save — Effective Altruism Infrastructure Fund,The Life You Can Save,10000,2019-01-01,EA Funds,Other,Effective Altruism Infrastructure Fund,Effective Altruism Infrastructure Fund,,,,,,"Fund Peter Singer and the organisation TLYCS to launch and promote an updated 10th anniversary edition of the book, including free ebooks, audiobooks and publication in new markets"
op-01775,The Humane League — Broiler Welfare Campaigns,The Humane League,750000,2019-01-01,Open Philanthropy,AW,Broiler Chicken Welfare,,,,,,,The Humane League — Broiler Welfare Campaigns. Focus area: Broiler Chicken Welfare
op-01704,Animal Equality — Broiler Welfare Campaigns,Animal Equality,215000,2019-01-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Animal Equality — Broiler Welfare Campaigns. Focus area: Farm Animal Welfare
op-01769,University of Southern California — Social Science Genetic Association Consortium (January 2019),University of Southern California,2250000,2019-01-01,Open Philanthropy,Other,Scientific Research,,,,,,,University of Southern California — Social Science Genetic Association Consortium (January 2019). Focus area: Scientific Research
op-01809,UC Berkeley — Alternative Meats Lab (January 2019),"University of California, Berkeley",131579,2019-01-01,Open Philanthropy,AW,Alternatives to Animal Products,,,,,,,UC Berkeley — Alternative Meats Lab (January 2019). Focus area: Alternatives to Animal Products
op-01767,Peterson Institute for International Economics — Macroeconomic Research Projects,Peterson Institute for International Economics,400000,2019-01-01,Open Philanthropy,Other,Macroeconomic Stabilization Policy,,,,,,,Peterson Institute for International Economics — Macroeconomic Research Projects. Focus area: Macroeconomic Stabilization Policy
op-01672,Cynthia Schuck & Wladimir Alonso — DALY Project (2019),Unknown,100000,2019-01-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Cynthia Schuck & Wladimir Alonso — DALY Project (2019). Focus area: Farm Animal Welfare
op-01794,International Refugee Assistance Project — General Support (2019),International Refugee Assistance Project,1000000,2019-01-01,Open Philanthropy,Other,Immigration Policy,,,,,,,International Refugee Assistance Project — General Support (2019). Focus area: Immigration Policy
op-01812,Center for International Security and Cooperation — Megan Palmer’s Biosecurity Research (2019),Center for International Security and Cooperation,1625000,2019-01-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,Center for International Security and Cooperation — Megan Palmer’s Biosecurity Research (2019). Focus area: Biosecurity & Pandemic Preparedness
op-01808,Georgetown University — Center for Security and Emerging Technology,Center for Security and Emerging Technology,55000000,2019-01-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Georgetown University — Center for Security and Emerging Technology. Focus area: Potential Risks from Advanced AI
op-01821,Reform Jails and Community Reinvestment Initiative — Reform L.A. Jails Ballot Measure (January 2019),Reform Jails and Community Reinvestment Initiative,491000,2019-01-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,Reform Jails and Community Reinvestment Initiative — Reform L.A. Jails Ballot Measure (January 2019). Focus area: Criminal Justice Reform
op-01692,Results for Development — Childhood Pneumonia Treatment Program (2019),Results for Development,5605398,2019-01-01,Open Philanthropy,GH,Global Health & Development,,,,,Open Philanthropy; GiveWell,,Results for Development — Childhood Pneumonia Treatment Program (2019). Focus area: Global Health & Development
op-01762,Royal Veterinary College — Halal Poultry Slaughter Research,Royal Veterinary College,130850,2019-01-01,Open Philanthropy,AW,Broiler Chicken Welfare,,,,,,,Royal Veterinary College — Halal Poultry Slaughter Research. Focus area: Broiler Chicken Welfare
op-01763,Farm Forward — Exit Grant,"Farm Forward, Inc",166000,2019-01-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Farm Forward — Exit Grant. Focus area: Farm Animal Welfare
op-01773,Compassion Over Killing — Exit Grant,Compassion Over Killing,250000,2019-01-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Compassion Over Killing — Exit Grant. Focus area: Farm Animal Welfare
op-01796,Sherlock Biosciences — Research on Viral Diagnostics,Sherlock Biosciences,17500000,2019-01-01,Open Philanthropy,LTXR,Science Supporting Biosecurity and Pandemic Preparedness,,,,,,,Sherlock Biosciences — Research on Viral Diagnostics. Focus area: Science Supporting Biosecurity and Pandemic Preparedness
gw-00339,"Evidence Action Beta—Iron and Folic Acid Supplementation (""Phase 2"")",Evidence Action,3408259,2018-12-01,GiveWell,GH,Global Health & Development,,,India,Nutrition; Iron; Supplementation,,https://www.givewell.org/research/incubation-grants/december-2018-evidence-action-beta-iron-folic-acid-phase-2,"Evidence Action Beta—Iron and Folic Acid Supplementation (""Phase 2""). Country: India. Topics: Nutrition,Iron,Supplementation"
op-01650,The Humane League — Latin America Regional Summit,The Humane League,22000,2018-12-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,The Humane League — Latin America Regional Summit. Focus area: Farm Animal Welfare
op-01814,Georgia Institute of Technology — Biology Research (Saad Bhamla),Georgia Institute of Technology,50000,2018-12-01,Open Philanthropy,Other,Transformative Basic Science,,,,,,,Georgia Institute of Technology — Biology Research (Saad Bhamla). Focus area: Transformative Basic Science
op-01817,"University of Minnesota, Twin Cities — Nanomaterials Research (Claudia Schmidt-Dannert)","University of Minnesota, Twin Cities",150000,2018-12-01,Open Philanthropy,Other,Transformative Basic Science,,,,,,,"University of Minnesota, Twin Cities — Nanomaterials Research (Claudia Schmidt-Dannert). Focus area: Transformative Basic Science"
op-01759,Biosecure Ltd — Campaign Against Bioweapons Research,Biosecure Ltd,25000,2018-12-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,Biosecure Ltd — Campaign Against Bioweapons Research. Focus area: Biosecurity & Pandemic Preparedness
op-01785,Foundation for Food and Agriculture Research — Egg Tech Challenge,Foundation for Food and Agriculture Research,3000000,2018-12-01,Open Philanthropy,AW,Cage-Free Reforms,,,,,,,Foundation for Food and Agriculture Research — Egg Tech Challenge. Focus area: Cage-Free Reforms
op-01824,Promise of Justice Initiative — East Baton Rouge Parish Prison Reform Coalition (2018),Promise of Justice Initiative,75000,2018-12-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,Promise of Justice Initiative — East Baton Rouge Parish Prison Reform Coalition (2018). Focus area: Criminal Justice Reform
op-01818,Color Of Change — Criminal Justice Reform (2018),Color of Change,1000000,2018-12-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,Color Of Change — Criminal Justice Reform (2018). Focus area: Criminal Justice Reform
op-01815,National Council for Incarcerated and Formerly Incarcerated Women and Girls — General Support (December 2018),National Council for Incarcerated and Formerly Incarcerated Women and Girls,350000,2018-12-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,National Council for Incarcerated and Formerly Incarcerated Women and Girls — General Support (December 2018). Focus area: Criminal Justice Reform
op-01827,Working Families Party — Prosecutor Reforms in New York (2018),"Working Families Party, Inc.",109600,2018-12-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,Working Families Party — Prosecutor Reforms in New York (2018). Focus area: Criminal Justice Reform
op-01825,Smart Justice CA — California Criminal Justice Reform Lobbying (2018),Smart Justice CA,25000,2018-12-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,Smart Justice CA — California Criminal Justice Reform Lobbying (2018). Focus area: Criminal Justice Reform
op-01813,The Leadership Conference on Civil and Human Rights — Federal Criminal Justice Reform Advocacy,The Leadership Conference on Civil and Human Rights,200000,2018-12-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,The Leadership Conference on Civil and Human Rights — Federal Criminal Justice Reform Advocacy. Focus area: Criminal Justice Reform
op-01816,Citizens for Juvenile Justice — General Support (2018),Citizens for Juvenile Justice,75000,2018-12-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,Citizens for Juvenile Justice — General Support (2018). Focus area: Criminal Justice Reform
op-01826,The University of Sydney — 2019 Global Health Security Conference,University of Sydney,32621,2018-12-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,The University of Sydney — 2019 Global Health Security Conference. Focus area: Biosecurity & Pandemic Preparedness
gw-00340,Innovation in Government Initiative—General Support,Innovation in Government Initiative (IGI),1000000,2018-12-01,GiveWell,GH,Global Health & Development,,,,Policy,,https://www.givewell.org/research/incubation-grants/innovation-in-government-initiative/december-2018-grant,Innovation in Government Initiative—General Support. Topics: Policy
gw-00347,Evidence Action's Dispensers for Safe Water—Recommendations to Good Ventures for,Evidence Action,100000,2018-11-01,GiveWell,GH,Global Health & Development,,,,Chlorination; Water,,https://blog.givewell.org/2018/11/26/our-recommendation-to-good-ventures/,"Evidence Action's Dispensers for Safe Water—Recommendations to Good Ventures for. Topics: Chlorination,Water"
gw-00350,Evidence Action's Deworm the World Initiative—Recommendations to Good Ventures f,Evidence Action,10400000,2018-11-01,GiveWell,GH,Global Health & Development,,,,Deworming,,https://blog.givewell.org/2018/11/26/our-updated-top-charities-for-giving-season-2018/#rfmf,Evidence Action's Deworm the World Initiative—Recommendations to Good Ventures f. Topics: Deworming
gw-00345,Top Charities Fund grant November 2018,Malaria Consortium,1100000,2018-11-01,GiveWell,GH,Global Health & Development,,,"Burkina Faso,Chad,Nigeria",Malaria; Seasonal malaria chemoprevention (SMC),,https://blog.givewell.org/2018/11/26/our-updated-top-charities-for-giving-season-2018/,"Top Charities Fund grant November 2018. Country: Burkina Faso,Chad,Nigeria. Topics: Malaria,Seasonal malaria chemoprevention (SMC)"
gw-00348,Malaria Consortium's SMC program—Recommendations to Good Ventures for Grants in,Malaria Consortium,26600000,2018-11-01,GiveWell,GH,Global Health & Development,,,"Burkina Faso,Chad,Nigeria",Malaria; Seasonal malaria chemoprevention (SMC),,https://blog.givewell.org/2018/11/26/our-updated-top-charities-for-giving-season-2018/#rfmf,"Malaria Consortium's SMC program—Recommendations to Good Ventures for Grants in. Country: Burkina Faso,Chad,Nigeria. Topics: Malaria,Seasonal malaria chemoprevention (SMC)"
gw-00357,Against Malaria Foundation—Recommendations to Good Ventures for Grants in Novemb,Against Malaria Foundation,2500000,2018-11-01,GiveWell,GH,Global Health & Development,,,,Malaria; Insecticide-treated nets (ITNs),,https://blog.givewell.org/2018/11/26/our-updated-top-charities-for-giving-season-2018/#rfmf,"Against Malaria Foundation—Recommendations to Good Ventures for Grants in Novemb. Topics: Malaria,Insecticide-treated nets (ITNs)"
op-01829,UC Berkeley — AI Safety Research (2018),"University of California, Berkeley",1145000,2018-11-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,UC Berkeley — AI Safety Research (2018). Focus area: Potential Risks from Advanced AI
op-01473,"Daniel Kang, Jacob Steinhardt, Yi Sun, and Alex Zhai — Study of the Robustness of Machine Learning Models",Unknown,2351,2018-11-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,"Daniel Kang, Jacob Steinhardt, Yi Sun, and Alex Zhai — Study of the Robustness of Machine Learning Models. Focus area: Potential Risks from Advanced AI"
op-01828,Nuclear Threat Initiative — Projects to Reduce Global Catastrophic Biological Risks,Nuclear Threat Initiative,1904942,2018-11-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,Nuclear Threat Initiative — Projects to Reduce Global Catastrophic Biological Risks. Focus area: Biosecurity & Pandemic Preparedness
op-00572,Viroclinics Biosciences — Broad-Spectrum Antivirals,Viroclinics Biosciences,421969,2018-11-01,Open Philanthropy,LTXR,Science Supporting Biosecurity and Pandemic Preparedness,,,,,,,Viroclinics Biosciences — Broad-Spectrum Antivirals. Focus area: Science Supporting Biosecurity and Pandemic Preparedness
gw-00356,Zusha! Road Safety Campaign—Recommendations to Good Ventures for Grants in Novem,Georgetown University,100000,2018-11-01,GiveWell,GH,Global Health & Development,,,,Infrastructure; Policy,,https://blog.givewell.org/2018/11/26/our-recommendation-to-good-ventures/,"Zusha! Road Safety Campaign—Recommendations to Good Ventures for Grants in Novem. Topics: Infrastructure,Policy"
op-01830,Global Animal Partnership — Farm Animal Welfare Activities (2018),Global Animal Partnership,500000,2018-11-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Global Animal Partnership — Farm Animal Welfare Activities (2018). Focus area: Farm Animal Welfare
op-01831,University of Bern — Higher Welfare Cage-Free Systems,University of Bern,150000,2018-11-01,Open Philanthropy,AW,Cage-Free Reforms,,,,,,,University of Bern — Higher Welfare Cage-Free Systems. Focus area: Cage-Free Reforms
op-01842,The Ahimsa Collective — “Life Comes From It” Fund Administration,The Ahimsa Collective,150000,2018-11-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,The Ahimsa Collective — “Life Comes From It” Fund Administration. Focus area: Criminal Justice Reform
op-01822,Court Watch NOLA — General Support (November 2018),Court Watch NOLA,200000,2018-11-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,Court Watch NOLA — General Support (November 2018). Focus area: Criminal Justice Reform
op-01820,iGEM — Synthetic Biology Safety and Security (2018),International Genetically Engineered Machine Foundation,420000,2018-11-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,iGEM — Synthetic Biology Safety and Security (2018). Focus area: Biosecurity & Pandemic Preparedness
op-01834,Forward Justice — Criminal Justice Reform Advocacy and Organizing (2018),Forward Justice,150000,2018-11-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,Forward Justice — Criminal Justice Reform Advocacy and Organizing (2018). Focus area: Criminal Justice Reform
op-01833,Alliance for Safety and Justice — General Support (2018),Alliance for Safety and Justice,3000000,2018-11-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,Alliance for Safety and Justice — General Support (2018). Focus area: Criminal Justice Reform
op-01784,Evidence Action Beta —  Iron and Folic Acid Supplementation (“Phase 2”),Evidence Action Beta,3408259,2018-11-01,Open Philanthropy,GH,Global Health & Development,,,,,,,Evidence Action Beta —  Iron and Folic Acid Supplementation (“Phase 2”). Focus area: Global Health & Development
op-01810,"EicOsis Human Health, Inc. — Pain Research","EicOsis Human Health, Inc.",5000000,2018-11-01,Open Philanthropy,GH,Human Health and Wellbeing,,,,,,,"EicOsis Human Health, Inc. — Pain Research. Focus area: Human Health and Wellbeing"
op-01832,Alliance for Safety and Justice Action Fund — General Support (2018),Alliance for Safety and Justice Action Fund,2000000,2018-11-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,Alliance for Safety and Justice Action Fund — General Support (2018). Focus area: Criminal Justice Reform
op-01835,Corrections Accountability Project — General Support (2018),Corrections Accountability Project,150000,2018-11-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,Corrections Accountability Project — General Support (2018). Focus area: Criminal Justice Reform
gw-00349,GiveDirectly—Recommendations to Good Ventures for Grants in November 2018,GiveDirectly,2500000,2018-11-01,GiveWell,GH,Global Health & Development,,,,Cash transfers; Incentives; Livelihoods; Unconditional cash transfers,,https://blog.givewell.org/2018/11/26/our-updated-top-charities-for-giving-season-2018/#rfmf,"GiveDirectly—Recommendations to Good Ventures for Grants in November 2018. Topics: Cash transfers,Incentives,Livelihoods,Unconditional cash transfers"
gw-00355,Helen Keller Intl's VAS program—Recommendations to Good Ventures for Grants in N,Helen Keller International,6500000,2018-11-01,GiveWell,GH,Global Health & Development,,,,Nutrition; Supplementation; Vitamin A supplementation (VAS),,https://blog.givewell.org/2018/11/26/our-updated-top-charities-for-giving-season-2018/#rfmf,"Helen Keller Intl's VAS program—Recommendations to Good Ventures for Grants in N. Topics: Nutrition,Supplementation,Vitamin A supplementation (VAS)"
gw-00341,Schistosomiasis Control Initiative—Recommendations to Good Ventures for Grants i,Unlimit Health (formerly SCI Foundation),2500000,2018-11-01,GiveWell,GH,Global Health & Development,,,,Deworming,,https://blog.givewell.org/2018/11/26/our-updated-top-charities-for-giving-season-2018/#rfmf,Schistosomiasis Control Initiative—Recommendations to Good Ventures for Grants i. Topics: Deworming
gw-00344,Sightsavers' deworming program—Recommendations to Good Ventures for Grants in No,Sightsavers,9700000,2018-11-01,GiveWell,GH,Global Health & Development,,,,Deworming,,https://blog.givewell.org/2018/11/26/our-updated-top-charities-for-giving-season-2018/#rfmf,Sightsavers' deworming program—Recommendations to Good Ventures for Grants in No. Topics: Deworming
gw-00351,END Fund's deworming program—Recommendations to Good Ventures for Grants in Nove,END Fund,2500000,2018-11-01,GiveWell,GH,Global Health & Development,,,,Deworming,,https://blog.givewell.org/2018/11/26/our-updated-top-charities-for-giving-season-2018/#rfmf,END Fund's deworming program—Recommendations to Good Ventures for Grants in Nove. Topics: Deworming
gw-00342,GAIN's universal salt iodization program—Recommendations to Good Ventures for Gr,Global Alliance for Improved Nutrition (GAIN),100000,2018-11-01,GiveWell,GH,Global Health & Development,,,,Nutrition; Fortification,,https://blog.givewell.org/2018/11/26/our-recommendation-to-good-ventures/,"GAIN's universal salt iodization program—Recommendations to Good Ventures for Gr. Topics: Nutrition,Fortification"
gw-00343,Development Media International—Recommendations to Good Ventures for Grants in N,Development Media International,100000,2018-11-01,GiveWell,GH,Global Health & Development,,,,Mass media,,https://blog.givewell.org/2018/11/26/our-recommendation-to-good-ventures/,Development Media International—Recommendations to Good Ventures for Grants in N. Topics: Mass media
gw-00352,Living Goods—Recommendations to Good Ventures for Grants in November 2018,Living Goods,100000,2018-11-01,GiveWell,GH,Global Health & Development,,,"Kenya,Uganda","""Maternal; neonatal; and child health""",,https://blog.givewell.org/2018/11/26/our-recommendation-to-good-ventures/,"Living Goods—Recommendations to Good Ventures for Grants in November 2018. Country: Kenya,Uganda. Topics: ""Maternal, neonatal, and child health"""
gw-00353,Project Healthy Children—Recommendations to Good Ventures for Grants in November,Project Healthy Children Inc,100000,2018-11-01,GiveWell,GH,Global Health & Development,,,,Nutrition; Fortification; Iron,,https://blog.givewell.org/2018/11/26/our-recommendation-to-good-ventures/,"Project Healthy Children—Recommendations to Good Ventures for Grants in November. Topics: Nutrition,Fortification,Iron"
gw-00346,Iodine Global Network—Recommendations to Good Ventures for Grants in November 20,Iodine Global Network,100000,2018-11-01,GiveWell,GH,Global Health & Development,,,,Nutrition; Fortification,,https://blog.givewell.org/2018/11/26/our-recommendation-to-good-ventures/,"Iodine Global Network—Recommendations to Good Ventures for Grants in November 20. Topics: Nutrition,Fortification"
gw-00354,Food Fortification Initiative—Recommendations to Good Ventures for Grants in Nov,Emory University,100000,2018-11-01,GiveWell,GH,Global Health & Development,,,,Nutrition; Fortification; Iron,,https://blog.givewell.org/2018/11/26/our-recommendation-to-good-ventures/,"Food Fortification Initiative—Recommendations to Good Ventures for Grants in Nov. Topics: Nutrition,Fortification,Iron"
eaf-01526,Anonymous — Animal Welfare Fund,Anonymous,20000,2018-10-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,Institutional meat reduction outreach
op-01849,University of Oxford — D.Phil Support for Andrew Snyder-Beattie,University of Oxford,26086,2018-10-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,University of Oxford — D.Phil Support for Andrew Snyder-Beattie. Focus area: Biosecurity & Pandemic Preparedness
eaf-01520,Rethink Priorities — Animal Welfare Fund,Rethink Priorities,75000,2018-10-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,Prioritization and research into animal welfare interventions
eaf-01533,Global Priorities Institute — Effective Altruism Infrastructure Fund,Global Priorities Institute,14000,2018-10-01,EA Funds,Other,Effective Altruism Infrastructure Fund,Effective Altruism Infrastructure Fund,,,,,,"Conduct foundational research in philosophy and economics on how to do the most good, with the aim of enabling individuals and institutions to make decisions based on what will improve the world most"
eaf-01521,Faunalytics — Animal Welfare Fund,Faunalytics,20000,2018-10-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,Effective animal advocacy research
op-01838,Momentum — Criminal Justice Reform Trainings,Momentum,15000,2018-10-01,Open Philanthropy,Other,Criminal Justice Reform,,,,,,,Momentum — Criminal Justice Reform Trainings. Focus area: Criminal Justice Reform
eaf-01529,Ought — Long-Term Future Fund,Ought,10000,2018-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Aiming to implement AI alignment concepts in real-world applications
eaf-01530,"80,000 Hours — Effective Altruism Infrastructure Fund","80,000 Hours",45000,2018-10-01,EA Funds,Other,Effective Altruism Infrastructure Fund,Effective Altruism Infrastructure Fund,,,,,,"Carry out research into how talented individuals can maximise the impact of their careers, produce online advice, identify readers who might be able to enter priority areas, and provide these readers with free in-person advice and connections to mentors, job openings and funding"
eaf-01531,Founders Pledge — Effective Altruism Infrastructure Fund,Founders Pledge,16000,2018-10-01,EA Funds,Other,Effective Altruism Infrastructure Fund,Effective Altruism Infrastructure Fund,,,,,,Encourage founders and investors to sign a legally binding pledge to donate a percentage of their personal exit proceeds to charity
eaf-01518,Charity Entrepreneurship — Animal Welfare Fund,Charity Entrepreneurship,75000,2018-10-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,Supporting the incubation of promising new animal welfare charities
eaf-01534,Charity Entrepreneurship — Effective Altruism Infrastructure Fund,Charity Entrepreneurship,14000,2018-10-01,EA Funds,Other,Effective Altruism Infrastructure Fund,Effective Altruism Infrastructure Fund,,,,,,"Connect talented individuals with high-impact charity opportunities and remove the major barriers to found and successfully run an effective charity, by providing training, knowledge and expert support"
eaf-01519,Encompass — Animal Welfare Fund,Encompass,50000,2018-10-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,"Building a more racially inclusive, equitable, and diverse farmed animal movement"
eaf-01522,Utility Farm — Animal Welfare Fund,Utility Farm,20000,2018-10-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,Researching tractable interventions to improve wild animal welfare
eaf-01523,NYU academic prize — Animal Welfare Fund,NYU academic prize,10000,2018-10-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,Incentivising academic work to end factory farming
eaf-01524,Andrzej Skowron (Poland) — Animal Welfare Fund,Andrzej Skowron (Poland),30000,2018-10-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,Undercover investigations and factory farm photography in Poland
eaf-01525,Єдина Планета / “Unique Planet” (Ukraine) — Animal Welfare Fund,Єдина Планета / “Unique Planet” (Ukraine),20000,2018-10-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,Movement building and anti-fur advocacy in Ukraine
eaf-01527,Modern Agriculture Foundation (Israel) — Animal Welfare Fund,Modern Agriculture Foundation (Israel),20000,2018-10-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,Promoting clean and plant-based meats in Israel
eaf-01528,CellAG UK — Animal Welfare Fund,CellAG UK,1000,2018-10-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,Coordinating and connecting individuals working or interested in cellular agriculture in the UK
eaf-01532,Centre for Effective Altruism — Effective Altruism Infrastructure Fund,Centre for Effective Altruism,15000,2018-10-01,EA Funds,Other,Effective Altruism Infrastructure Fund,Effective Altruism Infrastructure Fund,,,,,,"Create a global community of people who make helping others a core part of their lives, and who use evidence and scientific reasoning to figure out how to do so as effectively as possible"
eaf-01535,Raising for Effective Giving — Effective Altruism Infrastructure Fund,Raising for Effective Giving,10000,2018-10-01,EA Funds,Other,Effective Altruism Infrastructure Fund,Effective Altruism Infrastructure Fund,,,,,,Runs fundraising campaigns and advises high net worth (HNW) clients on where to donate to maximise their impact
